VIN,ALERT_ID,COLLISION_SPEED,DATA_RECEIVED_TIMESTAMP,RECORDED_AT_TIMESTAMP,DEALER,DELTA_SPEED,EVENT_TYPE,IMPACT_DIRECTION,LOCATIONS,DRIVER_BEHAVIOUR,PEEK_ACCELERATION,SEVERITY,STATUS
3ee162940211653ee,6fb2001d3cb4da6572ae7e75c48089b07fa4562cc2c6f542021c3d69b8737892,30.17,2025-04-28 09:03:16.000,2025-04-28 08:57:47.000,"{
  ""_id"": ""00CD4-9EE36-AA2EB-A6600-01200-3"",
  ""name"": ""Toyota Wrocław Długołęka"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",5.06,Minor Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 1.715037760416667e+01,
    ""latitude"": 5.118762586805556e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:41.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 1.715046875000000e+01,
    ""latitude"": 5.118774956597223e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:42.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 1.715055772569444e+01,
    ""latitude"": 5.118787760416667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:43.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 1.715066189236111e+01,
    ""latitude"": 5.118801866319444e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:44.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 1.715074869791667e+01,
    ""latitude"": 5.118814453125000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:45.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 1.715081380208333e+01,
    ""latitude"": 5.118824869791667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:46.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 1.715082899305555e+01,
    ""latitude"": 5.118827473958333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:57:47.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.54,72,POTENTIAL
c394628c963b4467a,701e82acc1ebd4a8ecbabe1438217a468fb9bc957db53c9a81be9fcebd1a1876,6.55,2025-04-28 11:25:28.000,2025-04-28 11:22:21.000,"{
  ""_id"": ""00CD4-9EE35-001AB-38A00-01200-3"",
  ""name"": ""Toyota Katowice"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",2.41,Minor Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 1.933236979166667e+01,
    ""latitude"": 5.057612847222222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:22:15.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 1.933236979166667e+01,
    ""latitude"": 5.057612847222222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:22:16.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 1.933238064236111e+01,
    ""latitude"": 5.057613281250000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:22:17.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 1.933238932291667e+01,
    ""latitude"": 5.057613932291667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:22:18.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 1.933239583333333e+01,
    ""latitude"": 5.057615017361111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:22:19.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 1.933239366319444e+01,
    ""latitude"": 5.057614800347222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:22:20.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 1.933239583333333e+01,
    ""latitude"": 5.057614800347222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:22:21.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""Medium"",
  ""steerUsage"": ""High""
}",1.38,79,POTENTIAL
adf46ab369a553cb6,7116f662086bb09e2706fdbe564cdb42817a0dac5e3cb52cfd9da124eea89fb2,7.88,2025-04-28 06:09:18.000,2025-04-28 06:08:46.000,"{
  ""_id"": ""8bfcf3ce-f3ef-4ab3-96cf-902fd585eb33"",
  ""name"": ""Group 1 Toyota (Derby)"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",2.98,Minor Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -1.405850694444444e+00,
    ""latitude"": 5.303277777777778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:08:40.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -1.405828993055556e+00,
    ""latitude"": 5.303277560763889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:08:41.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -1.405787760416667e+00,
    ""latitude"": 5.303277126736111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:08:42.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -1.405761718750000e+00,
    ""latitude"": 5.303277126736111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:08:43.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -1.405746527777778e+00,
    ""latitude"": 5.303276692708334e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:08:44.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -1.405733506944445e+00,
    ""latitude"": 5.303276041666667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:08:45.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -1.405733506944445e+00,
    ""latitude"": 5.303276041666667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 06:08:46.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.12,73,POTENTIAL
6aae7c2bf0c656d7e,79c8a7cfd5b54d532321b515dfeaf9790742095a356326d4e9d40ad7dbb195a8,34.96,2025-04-28 10:14:56.000,2025-04-28 10:14:49.000,"{
  ""_id"": ""00CD4-9EE13-5DA92-4CC00-01200-3"",
  ""name"": ""Toyota Łódź"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",7.46,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 1.953128906250000e+01,
    ""latitude"": 5.187761067708333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:14:43.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 1.953133029513889e+01,
    ""latitude"": 5.187756944444445e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:14:44.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 1.953137586805556e+01,
    ""latitude"": 5.187751953125000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:14:45.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 1.953143446180556e+01,
    ""latitude"": 5.187746093750000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:14:46.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 1.953150607638889e+01,
    ""latitude"": 5.187738715277778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:14:47.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 1.953154730902778e+01,
    ""latitude"": 5.187734375000000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:14:48.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 1.953154513888889e+01,
    ""latitude"": 5.187734375000000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:14:49.000 Z""
  }
]","{
  ""acceleratorUsage"": ""High"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Low""
}",1.48,85,POTENTIAL
8eb3a1e33ed5050d3,79dbf49aa1aa9c707835f9539abeb6b7217ba1b606513050f7ccd9f995b5b12f,6.28,2025-04-28 05:21:31.000,2025-04-28 05:21:07.000,"{
  ""_id"": ""00CD0-E9EAD-1B265-CCE00-01350-3"",
  ""name"": ""BREOGAN AUTOLUX, S.L. (Lexus A Coruña) - Exposición y Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",3.19,Minor Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -8.382942708333333e+00,
    ""latitude"": 4.330226128472222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 05:21:01.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -8.382940538194445e+00,
    ""latitude"": 4.330226779513889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 05:21:02.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -8.382938368055555e+00,
    ""latitude"": 4.330226996527778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 05:21:03.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -8.382938368055555e+00,
    ""latitude"": 4.330226996527778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 05:21:04.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -8.382925347222223e+00,
    ""latitude"": 4.330227430555556e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 05:21:05.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -8.382918836805555e+00,
    ""latitude"": 4.330228515625000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 05:21:06.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -8.382905815972222e+00,
    ""latitude"": 4.330228298611111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 05:21:07.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.39,71,POTENTIAL
d5c5b5cd608737222,7b69172504d2ef39d982717d70b37cb9a2d9f75cefe1e717f12a5faf1b4da17b,21.88,2025-04-28 10:10:48.000,2025-04-28 10:04:35.000,"{
  ""_id"": ""00CD0-E9EAD-17663-91200-01350-3"",
  ""name"": ""KURUMA SPORT, S.A.U. (Maestro Alonso) - Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",22.33,Severe Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:04:29.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:04:30.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:04:31.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:04:32.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:04:33.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:04:34.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 10:04:35.000 Z""
  }
]","{
  ""acceleratorUsage"": ""High"",
  ""breakUsage"": ""Medium"",
  ""steerUsage"": ""High""
}",1.8,98,POTENTIAL
6b60147ff22310920,7c498ef41fb5692e6088681d409e1812eb885ebb262690aaf35b79d9c2fb9094,0,2025-04-28 14:39:49.000,2025-04-28 14:37:49.000,"{
  ""_id"": ""00CD4-9EE36-AA2EB-A6600-01200-3"",
  ""name"": ""Toyota Wrocław Długołęka"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",11.75,Severe Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:37:43.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:37:44.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:37:45.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:37:46.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:37:47.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:37:48.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 0.000000000000000e+00,
    ""latitude"": 0.000000000000000e+00,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 14:37:49.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",2.11,99,POTENTIAL
3c7424af461f18133,7f4ade987d9044907ba5e0e2ca81b41af436c289528bfdae04776dc97fd247ac,16.09,2025-04-28 18:07:04.000,2025-04-28 18:06:22.000,"{
  ""_id"": ""89fd0b6d-5e30-4b21-9aca-984716709da0"",
  ""name"": ""Lexus Leeds"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",6.3,Severe Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -1.950805121527778e+00,
    ""latitude"": 5.366728081597222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 18:06:16.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -1.950807291666667e+00,
    ""latitude"": 5.366728298611111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 18:06:17.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -1.950805121527778e+00,
    ""latitude"": 5.366728298611111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 18:06:18.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -1.950802951388889e+00,
    ""latitude"": 5.366727647569444e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 18:06:19.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -1.950807291666667e+00,
    ""latitude"": 5.366725911458333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 18:06:20.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -1.950848524305556e+00,
    ""latitude"": 5.366723958333333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 18:06:21.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -1.950842013888889e+00,
    ""latitude"": 5.366724175347223e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 18:06:22.000 Z""
  }
]","{
  ""acceleratorUsage"": ""High"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.6,97,POTENTIAL
9aa9ce1616401c24d,8347dc105533c7a9baf723a06225f549c00a0868efdf9e00f27b1b18295eb885,,2025-04-28 15:11:33.000,2025-04-20 19:14:14.000,"{
  ""_id"": ""b1f14bd6-7c8e-4f40-a775-d83c48ed3157"",
  ""name"": ""Autohaus Schnickers Zwei GmbH"",
  ""nmsc"": ""tdg"",
  ""country"": ""de""
}",,eCall,,"[
  {
    ""position"": 0,
    ""longitude"": 6.609521000000000e+00,
    ""latitude"": 5.147096300000000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-20 19:14:14.000 Z""
  }
]","{
  ""acceleratorUsage"": null,
  ""breakUsage"": null,
  ""steerUsage"": null
}",,,COLLISION_CONFIRMED
50f336aea49ad0d15,83562a37a6afaa2eeed19cbc300839301f18021884d82b8b810da24565fc6e02,15.07,2025-04-28 16:13:41.000,2025-04-28 16:13:04.000,"{
  ""_id"": ""d4b63fa8-c957-4dfc-9c86-39cd3b4e13bd"",
  ""name"": ""Salon Lexus Lubin"",
  ""nmsc"": ""tpl"",
  ""country"": ""pl""
}",6.63,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": 1.549801432291667e+01,
    ""latitude"": 5.196152994791667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 16:12:58.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": 1.549790364583333e+01,
    ""latitude"": 5.196154513888889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 16:12:59.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": 1.549778645833333e+01,
    ""latitude"": 5.196155598958333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 16:13:00.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": 1.549766927083333e+01,
    ""latitude"": 5.196157118055555e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 16:13:01.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": 1.549756293402778e+01,
    ""latitude"": 5.196158203125000e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 16:13:02.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": 1.549750434027778e+01,
    ""latitude"": 5.196158854166666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 16:13:03.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": 1.549750651041667e+01,
    ""latitude"": 5.196159071180556e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 16:13:04.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Low"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Low""
}",1.34,91,POTENTIAL
f0fb0a74ff323ca72,840fcb8a6ab55faecf46fd2709f4ecf59546f0cca8f30aec56bc9478f3e768bc,11.02,2025-04-28 08:12:53.000,2025-04-28 08:12:47.000,"{
  ""_id"": ""9524c2bb-1f3b-455b-8796-90ef2d09ee94"",
  ""name"": ""BREOGAN MOTOR, S.L. (Perillo) - Exposición y Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",6.72,Severe Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -8.425017361111111e+00,
    ""latitude"": 4.335662760416667e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:12:41.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -8.425015190972223e+00,
    ""latitude"": 4.335664279513889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:12:42.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -8.425015190972223e+00,
    ""latitude"": 4.335664279513889e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:12:43.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -8.425008680555555e+00,
    ""latitude"": 4.335666449652778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:12:44.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -8.424997829861111e+00,
    ""latitude"": 4.335668836805556e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:12:45.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -8.424993489583333e+00,
    ""latitude"": 4.335669270833333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:12:46.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -8.424995659722223e+00,
    ""latitude"": 4.335669270833333e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 08:12:47.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.57,100,POTENTIAL
79630d67a81c1fba3,85b05bbe464ee5008d69c5ff52e6f5dfcd72646a6a2dd95939a0d283e31768a7,16.16,2025-04-28 11:45:41.000,2025-04-28 11:39:36.000,"{
  ""_id"": ""00CD0-E9EAD-1B3F1-C4800-01350-3"",
  ""name"": ""COMERCIAL LABASA, S.L. (Lexus Murcia) - Exposición y Taller"",
  ""nmsc"": ""tes"",
  ""country"": ""es""
}",5.99,Medium Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -1.140590277777778e+00,
    ""latitude"": 3.794106987847222e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:39:30.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -1.140590277777778e+00,
    ""latitude"": 3.794111111111111e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:39:31.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -1.140590277777778e+00,
    ""latitude"": 3.794115668402777e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:39:32.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -1.140592447916667e+00,
    ""latitude"": 3.794120008680556e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:39:33.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -1.140598958333333e+00,
    ""latitude"": 3.794124131944444e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:39:34.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -1.140594618055556e+00,
    ""latitude"": 3.794125651041666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:39:35.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -1.140594618055556e+00,
    ""latitude"": 3.794125651041666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 11:39:36.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Low"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""Medium""
}",1.37,85,POTENTIAL
1af6be0c25a5b3e71,89620005a680c62f8c134a096ca6e5bacbaddc4c0d7c4eee143ae1b404290be1,7.35,2025-04-28 09:06:00.000,2025-04-28 09:05:05.000,"{
  ""_id"": ""79b97617-5f9b-43dd-beb3-2aaf4d29644b"",
  ""name"": ""Listers Toyota (Boston)"",
  ""nmsc"": ""tgb"",
  ""country"": ""gb""
}",3.17,Minor Collision,Front Impact,"[
  {
    ""position"": 0,
    ""longitude"": -3.463671875000000e-01,
    ""latitude"": 5.289473524305556e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:04:59.000 Z""
  },
  {
    ""position"": 1,
    ""longitude"": -3.463802083333333e-01,
    ""latitude"": 5.289478949652778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:05:00.000 Z""
  },
  {
    ""position"": 2,
    ""longitude"": -3.463845486111111e-01,
    ""latitude"": 5.289482855902778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:05:01.000 Z""
  },
  {
    ""position"": 3,
    ""longitude"": -3.463867187500000e-01,
    ""latitude"": 5.289485243055555e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:05:02.000 Z""
  },
  {
    ""position"": 4,
    ""longitude"": -3.463888888888889e-01,
    ""latitude"": 5.289486762152778e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:05:03.000 Z""
  },
  {
    ""position"": 5,
    ""longitude"": -3.463888888888889e-01,
    ""latitude"": 5.289486979166666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:05:04.000 Z""
  },
  {
    ""position"": 6,
    ""longitude"": -3.463888888888889e-01,
    ""latitude"": 5.289486979166666e+01,
    ""unit"": ""DEGREES"",
    ""recordedAtTimestamp"": ""2025-04-28 09:05:05.000 Z""
  }
]","{
  ""acceleratorUsage"": ""Medium"",
  ""breakUsage"": ""High"",
  ""steerUsage"": ""High""
}",1.23,72,POTENTIAL
