ID,VIN,UUID,CONSENT_SOURCE,ENTRY_CREATED_DATE,ENTRY_LAST_UPDATED_DATE,PURPOSE_NAME,PURPOSE_STATUS,PURPOSE_CUSTOM_PREFERENCES,PURPOSE_TYPES,PURPOSE_CONSENT_WITHDRAWAL_DATE,PURPOSE_CONSENT_DATE,PURPOSE_LAST_UPDATED_DATE,PURPOSE_LAST_INTERACTION_DATE
7a7a6b2a-7c95-4d63-a66d-820ce1d049c0,97d8b62c311ae055c,31df7d0c-f388-4521-993e-bae9871c0793,oneApp,2024-07-15 12:10:42.943,2024-07-15 12:10:43.010,Personalising our service (CS) - TIR,ACTIVE,"[
  {
    ""id"": ""0e02c6d4-3550-4fe4-b86e-1e1d465af733"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_profiling""
]",,2024-07-15 12:10:42.887,2024-07-15 12:10:42.887,2024-07-15 12:10:42.887
7a7a6b2a-7c95-4d63-a66d-820ce1d049c0,8d7caa350a35c4f0f,31df7d0c-f388-4521-993e-bae9871c0793,oneApp,2024-07-15 12:10:42.943,2024-07-15 12:10:43.010,Personalised Vehicle Support (CS) - TIR,ACTIVE,"[
  {
    ""id"": ""8140ed89-b96b-4618-a923-2cbdb33db0eb"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_ecare""
]",,2024-07-15 12:10:42.887,2024-07-15 12:10:42.887,2024-07-15 12:10:42.887
7a7a6b2a-7c95-4d63-a66d-820ce1d049c0,574a18946a8db42cb,31df7d0c-f388-4521-993e-bae9871c0793,oneApp,2024-07-15 12:10:42.943,2024-07-15 12:10:43.010,Integrating our partners (CS) - TIR,ACTIVE,"[
  {
    ""id"": ""dd4d94d2-dfe3-4134-9315-d292613ad92b"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_thirdparty""
]",,2024-07-15 12:10:42.887,2024-07-15 12:10:42.887,2024-07-15 12:10:42.887
7a7a6b2a-7c95-4d63-a66d-820ce1d049c0,49cf9437be7e344da,31df7d0c-f388-4521-993e-bae9871c0793,oneApp,2024-07-15 12:10:42.943,2024-07-15 12:10:43.010,Improving our communications (CS) - TIR,ACTIVE,"[
  {
    ""id"": ""9441a8d6-8692-4a77-ac2a-e72946fdc6d7"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_marketing""
]",,2024-07-15 12:10:42.887,2024-07-15 12:10:42.887,2024-07-15 12:10:42.887
8a4b70f7-b1c7-4da4-b8e3-b9560af527f9,165f2bfa692aace49,328bf8ec-9613-49a1-8894-cd76cb560186,oneApp,2024-06-03 11:21:49.587,2024-06-03 11:21:49.687,Enhancing our products (CS) - TCE.HU,ACTIVE,"[
  {
    ""id"": ""456904d3-9cad-4d74-854a-7b29e64da022"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_research""
]",,2024-06-03 11:21:49.503,2024-06-03 11:21:49.503,2024-06-03 11:21:49.503
8a4b70f7-b1c7-4da4-b8e3-b9560af527f9,c172a6953302d0c1b,328bf8ec-9613-49a1-8894-cd76cb560186,oneApp,2024-06-03 11:21:49.587,2024-06-03 11:21:49.687,Personalising our service (CS) - TCE.HU,ACTIVE,"[
  {
    ""id"": ""ea21e52f-514b-4b38-a29c-d616e7e2da2c"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_profiling""
]",,2024-06-03 11:21:49.503,2024-06-03 11:21:49.503,2024-06-03 11:21:49.503
8a4b70f7-b1c7-4da4-b8e3-b9560af527f9,1af6be0c25a5b3e71,328bf8ec-9613-49a1-8894-cd76cb560186,oneApp,2024-06-03 11:21:49.587,2024-06-03 11:21:49.687,Personalised Vehicle Support (CS) - TCE.HU,ACTIVE,"[
  {
    ""id"": ""ff35ef69-8929-4867-8de4-25837f67743b"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_ecare""
]",,2024-06-03 11:21:49.503,2024-06-03 11:21:49.503,2024-06-03 11:21:49.503
8a4b70f7-b1c7-4da4-b8e3-b9560af527f9,24355faaa829ad95d,328bf8ec-9613-49a1-8894-cd76cb560186,oneApp,2024-06-03 11:21:49.587,2024-06-03 11:21:49.687,Integrating our partners (CS) - TCE.HU,ACTIVE,"[
  {
    ""id"": ""a74769ea-a092-4623-8341-539e42c0b6fd"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_thirdparty""
]",,2024-06-03 11:21:49.503,2024-06-03 11:21:49.503,2024-06-03 11:21:49.503
8a4b70f7-b1c7-4da4-b8e3-b9560af527f9,85bc19ddc6d0a0f5a,328bf8ec-9613-49a1-8894-cd76cb560186,oneApp,2024-06-03 11:21:49.587,2024-06-03 11:21:49.687,Improving our communications (CS) - TCE.HU,ACTIVE,"[
  {
    ""id"": ""77faa395-ac04-4ba8-b49f-369ed6556227"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_marketing""
]",,2024-06-03 11:21:49.503,2024-06-03 11:21:49.503,2024-06-03 11:21:49.503
a7dc4c39-b5d9-42f0-92f4-eff6b156fd89,13f86f605909c85d9,8ed8db9f-d1f9-484b-946a-31a3bd5e2f3a,oneApp,2024-07-04 14:09:42.433,2024-07-04 14:09:42.497,Enhancing our products (CS) - TES,ACTIVE,"[
  {
    ""id"": ""a432bcc6-a308-4359-a2bb-7a43babd551b"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_research""
]",,2024-07-04 14:09:42.383,2024-07-04 14:09:42.383,2024-07-04 14:09:42.383
a7dc4c39-b5d9-42f0-92f4-eff6b156fd89,25366fa0c7979cf45,8ed8db9f-d1f9-484b-946a-31a3bd5e2f3a,oneApp,2024-07-04 14:09:42.433,2024-07-04 14:09:42.497,Improving our communications (CS) - TES,ACTIVE,"[
  {
    ""id"": ""7ae2ab90-dc15-44d4-89c6-6c7f829160fb"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_marketing""
]",,2024-07-04 14:09:42.383,2024-07-04 14:09:42.383,2024-07-04 14:09:42.383
a7dc4c39-b5d9-42f0-92f4-eff6b156fd89,3c7f137123c0248d5,8ed8db9f-d1f9-484b-946a-31a3bd5e2f3a,oneApp,2024-07-04 14:09:42.433,2024-07-04 14:09:42.497,Personalised Vehicle Support (CS) - TES,ACTIVE,"[
  {
    ""id"": ""e0f8f473-c03e-45f7-9e2c-134c63632544"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_ecare""
]",,2024-07-04 14:09:42.383,2024-07-04 14:09:42.383,2024-07-04 14:09:42.383
a7dc4c39-b5d9-42f0-92f4-eff6b156fd89,f895fc67b7f381e6c,8ed8db9f-d1f9-484b-946a-31a3bd5e2f3a,oneApp,2024-07-04 14:09:42.433,2024-07-04 14:09:42.497,Integrating our partners (CS) - TES,ACTIVE,"[
  {
    ""id"": ""d77ac76f-413e-448f-8b38-e17e3484cb00"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_thirdparty""
]",,2024-07-04 14:09:42.383,2024-07-04 14:09:42.383,2024-07-04 14:09:42.383
a7dc4c39-b5d9-42f0-92f4-eff6b156fd89,7ad873dd444ec8cd1,8ed8db9f-d1f9-484b-946a-31a3bd5e2f3a,oneApp,2024-07-04 14:09:42.433,2024-07-04 14:09:42.497,Personalising our service (CS) - TES,ACTIVE,"[
  {
    ""id"": ""aa8e5bcc-77e3-4067-9a92-0e1ecb42cd47"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_profiling""
]",,2024-07-04 14:09:42.383,2024-07-04 14:09:42.383,2024-07-04 14:09:42.383
5934d2e2-672a-40ce-a637-38b818c33130,71095a99b07a8c762,61257c6e-06a3-474e-89fa-f48af1923efc,oneApp,2024-06-26 13:09:16.460,2024-06-26 13:09:16.557,Enhancing our products (CS) - TES,ACTIVE,"[
  {
    ""id"": ""a432bcc6-a308-4359-a2bb-7a43babd551b"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_research""
]",,2024-06-26 13:09:16.390,2024-06-26 13:09:16.390,2024-06-26 13:09:16.390
5934d2e2-672a-40ce-a637-38b818c33130,a91c394a5fe0ab096,61257c6e-06a3-474e-89fa-f48af1923efc,oneApp,2024-06-26 13:09:16.460,2024-06-26 13:09:16.557,Personalised Vehicle Support (CS) - TES,ACTIVE,"[
  {
    ""id"": ""e0f8f473-c03e-45f7-9e2c-134c63632544"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_ecare""
]",,2024-06-26 13:09:16.390,2024-06-26 13:09:16.390,2024-06-26 13:09:16.390
5934d2e2-672a-40ce-a637-38b818c33130,fd56f30f183aea35d,61257c6e-06a3-474e-89fa-f48af1923efc,oneApp,2024-06-26 13:09:16.460,2024-06-26 13:09:16.557,Personalising our service (CS) - TES,ACTIVE,"[
  {
    ""id"": ""aa8e5bcc-77e3-4067-9a92-0e1ecb42cd47"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_profiling""
]",,2024-06-26 13:09:16.390,2024-06-26 13:09:16.390,2024-06-26 13:09:16.390
5934d2e2-672a-40ce-a637-38b818c33130,0760b4c3540b7100c,61257c6e-06a3-474e-89fa-f48af1923efc,oneApp,2024-06-26 13:09:16.460,2024-06-26 13:09:16.557,Improving our communications (CS) - TES,ACTIVE,"[
  {
    ""id"": ""7ae2ab90-dc15-44d4-89c6-6c7f829160fb"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_marketing""
]",,2024-06-26 13:09:16.390,2024-06-26 13:09:16.390,2024-06-26 13:09:16.390
5934d2e2-672a-40ce-a637-38b818c33130,8eb3a1e33ed5050d3,61257c6e-06a3-474e-89fa-f48af1923efc,oneApp,2024-06-26 13:09:16.460,2024-06-26 13:09:16.557,Integrating our partners (CS) - TES,ACTIVE,"[
  {
    ""id"": ""d77ac76f-413e-448f-8b38-e17e3484cb00"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_thirdparty""
]",,2024-06-26 13:09:16.390,2024-06-26 13:09:16.390,2024-06-26 13:09:16.390
73330e53-34f1-4f12-acc4-68fe91051ef4,cdcdf5b2c49bcaa13,926f226c-3122-4468-9c31-00a6f96e4024,oneApp,2024-07-03 11:21:43.770,2024-07-03 11:42:24.787,Personalising our service (CS) - TES,ACTIVE,"[
  {
    ""id"": ""aa8e5bcc-77e3-4067-9a92-0e1ecb42cd47"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_profiling""
]",,2024-07-03 11:42:24.700,2024-07-03 11:21:43.710,2024-07-03 11:42:24.700
73330e53-34f1-4f12-acc4-68fe91051ef4,4cbd18f2bc50c64cf,926f226c-3122-4468-9c31-00a6f96e4024,oneApp,2024-07-03 11:21:43.770,2024-07-03 11:42:24.787,Personalised Vehicle Support (CS) - TES,ACTIVE,"[
  {
    ""id"": ""e0f8f473-c03e-45f7-9e2c-134c63632544"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_ecare""
]",,2024-07-03 11:42:24.700,2024-07-03 11:21:43.710,2024-07-03 11:42:24.700
73330e53-34f1-4f12-acc4-68fe91051ef4,7b12387fbb0db2386,926f226c-3122-4468-9c31-00a6f96e4024,oneApp,2024-07-03 11:21:43.770,2024-07-03 11:42:24.787,Improving our communications (CS) - TES,ACTIVE,"[
  {
    ""id"": ""7ae2ab90-dc15-44d4-89c6-6c7f829160fb"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_marketing""
]",,2024-07-03 11:42:24.700,2024-07-03 11:21:43.710,2024-07-03 11:42:24.700
73330e53-34f1-4f12-acc4-68fe91051ef4,d414f6213dba67e4e,926f226c-3122-4468-9c31-00a6f96e4024,oneApp,2024-07-03 11:21:43.770,2024-07-03 11:42:24.787,Enhancing our products (CS) - TES,ACTIVE,"[
  {
    ""id"": ""a432bcc6-a308-4359-a2bb-7a43babd551b"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_research""
]",,2024-07-03 11:42:24.700,2024-07-03 11:21:43.710,2024-07-03 11:42:24.700
73330e53-34f1-4f12-acc4-68fe91051ef4,dde289b49079aad2d,926f226c-3122-4468-9c31-00a6f96e4024,oneApp,2024-07-03 11:21:43.770,2024-07-03 11:42:24.787,Integrating our partners (CS) - TES,ACTIVE,"[
  {
    ""id"": ""d77ac76f-413e-448f-8b38-e17e3484cb00"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_thirdparty""
]",,2024-07-03 11:42:24.700,2024-07-03 11:21:43.710,2024-07-03 11:42:24.700
8b52acbd-b0b0-5fff-b2df-05a92eae5ab7,fd67c0c15a79bbec2,d3829409-f70a-46b0-9a7e-250bae5ffecc,oneApp,2025-01-17 13:06:24.327,2025-01-17 13:06:24.440,Improving our communications (CS) - TMPL,ACTIVE,"[
  {
    ""id"": ""c8259e7f-dff5-4be0-a671-7b9264aa3901"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_marketing""
]",,2025-01-17 13:06:24.213,2025-01-17 13:06:24.213,2025-01-17 13:06:24.213
8b52acbd-b0b0-5fff-b2df-05a92eae5ab7,af13318e1e64b7008,d3829409-f70a-46b0-9a7e-250bae5ffecc,oneApp,2025-01-17 13:06:24.327,2025-01-17 13:06:24.440,Personalised Vehicle Support (CS) - TMPL,ACTIVE,"[
  {
    ""id"": ""8b8f6af0-566e-4705-a509-20d9bff051b4"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_ecare""
]",,2025-01-17 13:06:24.213,2025-01-17 13:06:24.213,2025-01-17 13:06:24.213
8b52acbd-b0b0-5fff-b2df-05a92eae5ab7,159cce53f3931edaa,d3829409-f70a-46b0-9a7e-250bae5ffecc,oneApp,2025-01-17 13:06:24.327,2025-01-17 13:06:24.440,Personalising our service (CS) - TMPL,ACTIVE,"[
  {
    ""id"": ""460f76e0-9287-4662-85b1-2653f55c4490"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_profiling""
]",,2025-01-17 13:06:24.213,2025-01-17 13:06:24.213,2025-01-17 13:06:24.213
8b52acbd-b0b0-5fff-b2df-05a92eae5ab7,3c7f137123c0248d5,d3829409-f70a-46b0-9a7e-250bae5ffecc,oneApp,2025-01-17 13:06:24.327,2025-01-17 13:06:24.440,Enhancing our products (CS) - TMPL,ACTIVE,"[
  {
    ""id"": ""c67892f8-b596-4dcd-b505-86cac3cadaa7"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_research""
]",,2025-01-17 13:06:24.213,2025-01-17 13:06:24.213,2025-01-17 13:06:24.213
8b52acbd-b0b0-5fff-b2df-05a92eae5ab7,d13092c457fbbad5a,d3829409-f70a-46b0-9a7e-250bae5ffecc,oneApp,2025-01-17 13:06:24.327,2025-01-17 13:06:24.440,Integrating our partners (CS) - TMPL,ACTIVE,"[
  {
    ""id"": ""a697f5d1-c562-4d04-8bd8-174ec43516cb"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_thirdparty""
]",,2025-01-17 13:06:24.213,2025-01-17 13:06:24.213,2025-01-17 13:06:24.213
4e13e6f2-661d-4c8d-8fbd-c17e49ba39d8,5ff58d4072629a980,d098e798-5b34-484f-a90d-1728d0592aec,oneApp,2024-07-04 13:22:16.350,2024-07-04 13:22:16.417,Personalised Vehicle Support (CS) - TGR,ACTIVE,"[
  {
    ""id"": ""89123342-418d-494a-8a33-dd1c8312398f"",
    ""name"": ""Brand"",
    ""options"": [
      {
        ""id"": ""ee1f51bb-1fa4-4bdc-941a-55e9c6e1717c"",
        ""name"": ""Toyota"",
        ""is_consented"": true
      }
    ]
  }
]","[
  ""cs_ecare""
]",,2024-07-04 13:22:16.290,2024-07-04 13:22:16.290,2024-07-04 13:22:16.290
